Row,Name,Region,Scientific Name,Sun Exposure,Rating,Description,Color,Blooming Period,Fruit Characteristics,Height,Width,Heat Tolerance,Water Requirements,Soil Requirements,Pest Tolerance,Fertility Requirements,Image,Type,Size,Lilypad
53,Apache Plume,0,Fallugia paradoxa,"['sun', 'partial sun']",10,"Apache Plumes are semi-evergreen shrubs useful in West and South Texas landscapes. When properly grown the plants form a rounded mound with attractive white flowers and handsome white-pink plume-like fruits that resemble miniature native American headpieces, hence the common name Apache Plume.",{'white'},"{'fall', 'spring', 'summer'}",TRUE,"[3, 10]","[3, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/falluyia.jpg,['shrub'],"['small', 'medium']",0.97773973
54,Common Fig,0,Ficus carica,['sun'],10,The Common Fig is a large deciduous coarse textured multi-stem shrub with an upright to rounded crown. Large dark green lobed leaves can lend a tropical appearance. Ficus carica is the source of commerical figs and is widely cultivated in home gardens. Consult your local extension agent or nursery professional to learn which cultivars perform best in your local area. Contact with the latex (sap) from pruned surfaces can cause a contact dermatitis in some individuals; exercise caution when pruning.,set(),"{'spring', 'summer'}",TRUE,"[10, 20]","[8, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ficuscarica.jpg,"['shrub', 'tropical']",['large'],0.95547945
55,Texas Redbud,0,Cercis canadensis var. texensis,['sun'],10,"Texas Redbuds are valued for their attractive dark rose-purple flowers and dark glossy green leaves. Texas Redbuds have smaller, glossier, thicker, and more undulate margin leaves than the species type. Also Texas Redbuds are more tolerant to drought and are smaller than the species type.",{'white'},{'spring'},TRUE,"[15, 20]","[15, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/cerciscanadensisvartexensis3.jpg,['tree'],['small'],0.93835616
56,Mexican Redbud,0,Cercis canadensis var. mexicana,['sun'],10,"Mexican Redbuds are similar to Texas Redbuds (Cercis canadensis var. texensis) and Eastern Redbuds (Cercis canadensis var. canadensis), except they are smaller in stature, have smaller more glossy undulate leaves, and are more drought tolerant.",set(),{'spring'},TRUE,"[10, 15]","[10, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/cerciscanadensisvarmexicana.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
57,Ocotillo,0,Fouquieria splendens,['sun'],10,"Ocotillo is a classic West Texas large shrub or multi-stem small tree. The plant is sometimes known as Albarda or Coach Whip. The sparsely branched tubular Cholla-like stems sucker from the  crown creating a stiffly upright cylinder of wickedly spiny stems. Small green leaves occur during moist warm seasons. Windblown sprays of red flowers are borne in spring. Effective barrier, accent, xeriscape, or naturalizing plant for West Texas.",{'red'},{'spring'},FALSE,"[5, 15]","[3, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/fouquier.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
59,Tree Cholla,0,Opuntia imbricata,['sun'],10,"Tree Cholla is the most frequently utilized native tubular stem cacti in Texas. This West Texas native forms a medium shrub to small tree with branched swollen tubular stem segments resulting in a candelabra effect. Attractive purple-pink flowers and 1 inch to 2 inch long yellow fruit are assets. Excellent xeriscape plant, adds a southwestern flare to landscapes.",{'pink'},"{'spring', 'summer'}",TRUE,"[4, 8]","[3, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/opuntiaimbracata.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.96575342
60,Red Yucca,0,Hesperaloe parviflora,"['sun', 'partial sun']",10,"Red Yucca is very similar in appearance to the non-trunk forming Yucca spp., consisting of small clumps of thickish dark green recurved sword-like foliage. An important feature is the recurrent flowering, with spikes of red-pink flowers occurring from spring to late summer. Red Yucca works well in xeriscapes and is more amenable to widespread usage and looks more congruous in mesic environments than most Yucca spp. The foliage is thicker and not spine tipped posing less of a pedestrian hazzard than Yucca spp.","{'red', 'pink', 'yellow', 'green'}","{'spring', 'summer'}",FALSE,"[1, 5]","[2, 3]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/hesperaloe.jpg,['shrub'],['small'],0.95547945
61,Shrub Morning Glory or Bush Morning Glory,0,Ipomoea carnea subsp. fistulosa (Ipomoea fistulosa),['sun'],10,Shrub Morning Glory is an old-fashion dooryard plant in South Texas enjoying a resurgence of interest as a herbaceous perennial or summer annual in cooler climates. This coarse-textured plant can form a large upright shrub in a season; covered from mid-spring to frost with large lavender trumpet-shaped blossoms; flowers usually close in the afternoon unless the day is cloudy.,set(),"{'fall', 'spring', 'summer'}",FALSE,"[6, 8]","[4, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ipomoeafistulosa3.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['medium', 'large']",0.97773973
62,Common Morning Glory,0,Ipomoea purpurea,['sun'],10,"Common Morning Glory is one of the most widely recognized annual flowering vines in garden use. The medium to dark green cordate leaves contrast with the purple, blue, white, pink, or red trumpet-shaped flowers. An old-fashion favorite of gardeners, it is hated by farmers as a common weed species. Native to the tropics, it has naturalized over much of North America. Flowers effective in morning, but close in the heat of the day.","{'blue', 'red', 'white', 'pink'}","{'fall', 'spring', 'summer'}",TRUE,"[20, 25]","[20, 25]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ipomoeapurpurea.jpg,"['vine', 'annual', 'tropical']",['medium'],0.97260274
63,Aleppo Pine,0,Pinus halepensis,['sun'],10,Aleppo Pine is a medium to large coniferous tree that is generally similar in appearance and usage to Pinus eldarica (Afghan Pine). Probably one of the best pines for use in USDA zone 8 and warmer portions of the southwestern USA deserts.,set(),"{'spring', 'winter'}",TRUE,"[30, 50]","[15, 25]",2,0,0,2,0,None,['tree'],"['medium', 'large']",0.96061644
64,Spanish Daggers or Yucca,0,Yucca spp.,['sun'],10,"Yuccas are a classic arid landscape plant ranging from a trunkless rosette of sword-like foliage to a small branched tree such as the Joshua Tree. Most are coarse textured with huge candelabra-like panicles of creamy white bell-shaped flowers. Effective in xeriscapes, rock gardens, in naturalizing, theme gardens, or as accents or barrier plants.",{'white'},"{'spring', 'summer'}",FALSE,"[1, 30]","[1, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/yuccasp.jpg,"['shrub', 'tree']","['small', 'medium', 'large']",0.96575342
65,Showy Stonecrop Sedum,0,Sedum spectabile,"['sun', 'partial sun']",10,Showy Stonecrop Sedum is a widely utilized herbaceous perennial succulent in American gardens. It is well adapted to heat or cold as well as moderate drought. The succulent foliage forms a rounded mound after overwintering in a rosette form. Foliage is topped with attractive umbels of white to bronze-red small flowers; the persistent seed heads are attactive into autumn.,"{'red', 'white'}",{'summer'},TRUE,"[1, 2]","[1, 2]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/sedumspe.jpg,['perennial'],['small'],0.93835616
66,Hen-And-Chicks,0,Sempervivum tectorum,['sun'],10,"Hen-And-Chicks are an old world perennial. Plants exist as small rosettes of succulent leaves. Foliage varies from green, gray-green, to bronze. Clumps spread by suckering of new plants around the base of the mother plants. Popular in rock gradens or in strawberry pots.",{'red'},{'summer'},FALSE,"[0.16666666666666666, 0.3333333333333333]","[0.16666666666666666, 0.5]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/sempervivumtectorum.jpg,['perennial'],['small'],0.93835616
67,Chittamwood or Woollybucket Bumelia,0,Sideroxylon lanuginosum (Bumelia lanuginosa),"['sun', 'partial sun']",10,Chittamwood is a tardily deciduous weedy large shrub or small tree with an upright oval crown. The mildly interesting small fragrant white spring flowers are followed by lustrous black berries in early autumn which birds eat and then spread widely. Plants develop a very extensive tap root in relation to the shoots and are difficult to eradicate as weeds. They are also spiny when young. Perhaps suitable for naturalizing in difficult sites.,set(),{'summer'},TRUE,"[20, 80]","[15, 20]",2,0,0,2,0,None,"['shrub', 'tree']","['small', 'large']",0.94349315
68,Eve's Necklace,0,Sophora affinis,"['sun', 'partial sun', 'shade']",10,Eve's Necklace is an attractive deciduous native Texas small tree. The dark lustrous green leaves are borne in a rounded to upright oval crown. The spring flowers vary from off-white to a good pink. The persistent fruit pods resemble a green to black necklace and hence the common name.,"{'white', 'pink'}",{'spring'},TRUE,"[15, 25]","[10, 15]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/sophoraaffinus.jpg,['tree'],['small'],0.93835616
69,Century Plant,0,Agave americana,['sun'],10,Century Plants are known as such due to the many years (20+) between flowering events. A large rosette of succulent ovate green to blue-green leaves tipped with a sharp spines form first. Small suckers or pups form around the mother plant. The foliage provides a classic arid landscape look and when flowering occurs it is spectacular.,"{'yellow', 'green'}","{'spring', 'summer'}",FALSE,"[4, 6]","[5, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/agaveame.jpg,['shrub'],"['small', 'medium', 'large']",0.96575342
70,Coralberry,0,Symphoricarpos orbiculatus,"['sun', 'partial sun', 'shade']",10,"Coralberry is a small woody shrub or subshrub with an indefinite spread due to its growth from rhizomes. The small orbiculate green to bluish green leaves, fine textured twigs, small pink flowers, and small coaral pink to purple-red drupes give the plant a soft texture. It requires periodic pruning to remain tidy. Coralberry is native to Texas and is often found as an understory plant along woodland edges, but it tends to become open in dense shade.","{'pink', 'green'}",{'summer'},TRUE,"[2, 6]","[0, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/symphoricarposorbiculatus.jpg,"['perennial', 'groundcover', 'shrub']",['small'],0.93835616
71,Tree Yellow Bells,0,Tecoma stans var. stans,"['sun', 'partial sun']",10,Tree Yellow Bells represents the species type which is a shurb or small tree used as a woody plant in Rio Grande Valley landscapes. The leaflets on the species type are broader than on the more widely utilized Tecoma stans var. angustata. Tecoma stans var. stans is less cold hardy than T. stans var. angustata and is more likely to be encountered as a seasonally planted tropical annual over much of our region.,{'yellow'},"{'fall', 'spring', 'summer', 'winter'}",TRUE,"[15, 20]","[15, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/tecomastansvarstans'goldstar'.jpg,"['shrub', 'tree', 'annual', 'tropical']","['small', 'medium', 'large']",1
72,Yellow Bells or Esperanza,0,Tecoma stans var. angustata,"['sun', 'partial sun']",10,"Yellow Bells is a native Texas deciduous suckering shrub, subshrub, herbaceous perennial, or annual depending on the portion of the state in which it is grown. Despite rather narrow leaflets, the overall form of the shrub is somewhat coarse and ratty. The yellow flowers that occur sporadically from late spring to frost are its best attribute. Periodic pruning to maintain canopy structure is adviseable.",{'yellow'},"{'fall', 'spring', 'summer'}",TRUE,"[3, 6]","[3, 6]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/tecomastansvarangustata3.jpg,"['perennial', 'shrub', 'annual', 'tropical']","['small', 'medium']",0.97773973
74,Cedar Elm,0,Ulmus crassifolia,['sun'],10,"Cedar Elm is a medium to large size deciduous shade tree that is native to Texas. Growth form is typically rounded, oval, or upright oval, but can sometimes be vase-shaped. A tree that is tolerant of many urban sites, Cedar Elm is becoming more popular in the landscape trade. While susceptible to Dutch Elm Disease, it appears to be less of a problem than on Ulmus americana or Ulmus alata.","{'red', 'green', 'brown'}","{'fall', 'summer'}",TRUE,"[40, 70]","[40, 70]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ulmuscrassifolia6.jpg,['tree'],"['medium', 'large']",0.96061644
75,Mexican Buckeye,0,Ungnadia speciosa,"['sun', 'partial sun']",10,Mexican Buckeye derives its name from the superficial resemblence of its fruiting structure to that of the true buckeyes (Aesculus spp.). Mexican Buckeye grows to be a large shrub to small multi-stem deciduous tree. Its primary landscape feature is its pink-purple spring flowers that resemble those of Redbuds (Cercis spp.). A decent yellow fall color sometimes develops.,{'pink'},{'spring'},TRUE,"[10, 30]","[8, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/ungnadiaspeciosa8.jpg,"['shrub', 'tree']","['small', 'large']",0.94349315
76,Chisos Rosewood,0,Vauquelinia angustifolia,['sun'],10,"Chisos Rosewood is an excellent broad-leaved evergreen shrub for arid region landscapes. The handsome dark glossy linear-lanceolate leaves are excellent foils for the clusters of white flowers. Plants work well as informal evergreen hedges, screens, or as specimens in xeriscape plantings. Leaves are finer textured than those of Vaquelinia californica, the Arizona Rosewood.",{'white'},{'spring'},TRUE,"[8, 20]","[8, 10]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/vauqueliniaangustifolia.jpg,['shrub'],"['medium', 'large']",0.94349315
77,Chenille Plant,0,Acalypha hispida,"['sun', 'partial sun']",10,Chenille plant is a large tropical shrub or small tree that is widely grown as a summer annual accent or high light conservatory plant. Key ornamental features include large coarse textured dark glossy green leaves and long rope-like bright red flowers.,{'red'},"{'fall', 'spring', 'summer'}",FALSE,"[3, 6]","[0, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/acalyphahispida2.jpg,"['shrub', 'tree', 'interiorscape', 'annual', 'tropical']","['small', 'medium', 'large']",0.98287671
78,Mexican Zinnia,0,Zinnia angustifolia (Zinnia linearis),['sun'],10,"Mexican Zinnia offers a more heat tolerant and disease resistant alternative to Zinnia elegans for our region. Mexican Zinnia forms a dense spreading mound of dark green linear-lanceolate leaves, about a foot tall. A profusion of small white, yellow, or orange composite flowers are borne from spring to fall.","{'orange', 'white', 'yellow'}","{'fall', 'spring', 'summer'}",FALSE,"[0.8333333333333334, 1.5]","[1, 2]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/zinniaangustifolia.jpg,['annual'],['small'],0.97260274
79,Catclaw Acacia,0,Acacia greggii,['sun'],10,"Catclaw Acacia earns its name from the wickedly recurved thorns present at the nodes. Aside from the thorns, Catclaw Acacia forms an attractive large shrub to small tree that is well adapted to the rigors of West and South Texas life. The creamy white flowers peak in spring followed by sporadic flushes throughout the summer and early fall. Can be sheared as a large seasonal screen or barrier hedge.",{'white'},"{'fall', 'spring', 'summer'}",TRUE,"[20, 30]","[15, 20]",2,0,0,2,0,http://ekps.tamu.edu//images/plants/acaciagreggii.jpg,"['shrub', 'tree']","['small', 'large']",0.97773973
